24934 : Pressure,24934 : Pressure,24933 : Pressure,24933 : Pressure,24932 : Pressure,24932 : Pressure
580.76,3.10064391483406E-05,580.76,2.84985591179055E-05,580.76,2.8232787264071E-05
580.8,2.89358264994484E-05,580.8,2.97260062461079E-05,580.8,2.85151911179446E-05
580.84,2.97086680162851E-05,580.84,2.95178205184108E-05,580.84,2.92083285889572E-05
580.88,2.96564863118968E-05,580.88,2.99006346677504E-05,580.88,2.90887247849553E-05
580.92,2.96737940880357E-05,580.92,3.21906798397096E-05,580.92,3.07892859241922E-05
580.96,3.03417071058994E-05,580.96,3.13533915952489E-05,580.96,2.91570257043153E-05
581,3.13349838868139E-05,581,2.91399074915578E-05,581,2.98831945827478E-05
581.04,3.00762889616676E-05,581.04,2.80185997760425E-05,581.04,2.90717582610502E-05
581.08,2.94487874662238E-05,581.08,3.03594147826869E-05,581.08,2.79202598386175E-05
581.12,2.97608273018902E-05,581.12,2.93454278429799E-05,581.12,3.02706310465201E-05
581.16,2.93626667884851E-05,581.16,3.07171614024257E-05,581.16,3.03417071058994E-05
581.2,3.11155297035359E-05,581.2,2.99181997690114E-05,581.2,2.93454278429799E-05
581.24,3.07171614024257E-05,581.24,3.08794723464093E-05,581.24,2.87164156431668E-05
581.28,3.05735361760686E-05,581.28,2.93798030890662E-05,581.28,2.82658591625316E-05
581.32,3.0164502692658E-05,581.32,2.98656500331793E-05,581.32,2.95178205184108E-05
581.36,2.90206952549674E-05,581.36,2.90206952549674E-05,581.36,3.03772493939187E-05
581.4,2.99883332048401E-05,581.4,3.10064391483406E-05,581.4,3.04484589214795E-05
581.44,3.18717529746276E-05,581.44,3.05199525243378E-05,581.44,2.92939965928826E-05
581.48,3.20965407119833E-05,581.48,2.97434687620578E-05,581.48,2.80349516677519E-05
581.52,2.85821453685512E-05,581.52,2.86491468617403E-05,581.52,2.78386092204825E-05
581.56,2.97434687620578E-05,581.56,3.10608769209882E-05,581.56,2.96390748637102E-05
581.6,2.92253748164603E-05,581.6,2.99181997690114E-05,581.6,2.94832837878147E-05
581.64,3.03772493939187E-05,581.64,3.15745233905642E-05,581.64,3.16300799534166E-05
581.68,3.30310505574709E-05,581.68,3.06453234628729E-05,581.68,2.96043962619127E-05
581.72,3.19090875589985E-05,581.72,2.96390748637102E-05,581.72,2.8133695569444E-05
581.76,2.95871289633088E-05,581.76,2.97260062461079E-05,581.76,2.97260062461079E-05
581.8,2.91058129304773E-05,581.8,2.90887247849553E-05,581.8,2.90377434366025E-05
581.84,2.98481157840899E-05,581.84,3.00059498245288E-05,581.84,2.99883332048401E-05
581.88,3.08614613366585E-05,581.88,3.0164502692658E-05,581.88,3.10064391483406E-05
581.92,3.02529751544496E-05,581.92,3.16856126475482E-05,581.92,2.8315485319454E-05
581.96,3.11519784476602E-05,581.96,2.99532459603644E-05,581.96,2.91740419910211E-05
582,3.06094675201957E-05,582,2.94143315063582E-05,582,2.8750054064107E-05
582.04,2.94832837878147E-05,582.04,2.96043962619127E-05,582.04,2.88850022503167E-05
582.08,2.98831945827478E-05,582.08,2.95871289633088E-05,582.08,2.8817449164325E-05
582.12,2.99181997690114E-05,582.12,2.99532459603644E-05,582.12,3.09157632399766E-05
582.16,3.16856126475482E-05,582.16,3.24938343917041E-05,582.16,2.80185997760425E-05
582.2,3.02529751544496E-05,582.2,2.9569758235114E-05,582.2,2.82658591625316E-05
582.24,2.88850022503167E-05,582.24,3.13349838868139E-05,582.24,2.83819706567708E-05
582.28,3.03062064034174E-05,582.28,3.01467929859119E-05,582.28,2.94487874662238E-05
582.32,3.15190644098766E-05,582.32,3.13533915952489E-05,582.32,2.91740419910211E-05
582.36,3.02352135051479E-05,582.36,3.06273314642247E-05,582.36,2.96564863118968E-05
582.4,3.10608769209882E-05,582.4,3.11155297035359E-05,582.4,3.12067915267746E-05
582.44,3.07712094045759E-05,582.44,2.92939965928826E-05,582.44,2.90377434366025E-05
582.48,2.95178205184108E-05,582.48,2.93970622282792E-05,582.48,2.86324367295952E-05
582.52,2.9122911114415E-05,582.52,3.11338084938059E-05,582.52,2.89358264994484E-05
582.56,3.0111520338765E-05,582.56,2.94487874662238E-05,582.56,2.85988261502329E-05
582.6,3.02175782709979E-05,582.6,3.01467929859119E-05,582.6,3.06632083327333E-05
582.64,3.11155297035359E-05,582.64,3.21341386128011E-05,582.64,2.89697219383546E-05
582.68,3.15375802562512E-05,582.68,2.92083285889572E-05,582.68,2.94487874662238E-05
582.72,2.97434687620578E-05,582.72,2.99356602833367E-05,582.72,2.92253748164603E-05
582.76,3.05377642266584E-05,582.76,2.9122911114415E-05,582.76,2.77735033241331E-05
582.8,2.97783102734383E-05,582.8,2.94314979589054E-05,582.8,3.07531434977604E-05
582.84,3.00059498245288E-05,582.84,3.01467929859119E-05,582.84,3.13716896996575E-05
582.88,3.11884698878581E-05,582.88,3.12983210208663E-05,582.88,2.93970622282792E-05
582.92,3.08433424425531E-05,582.92,2.92596094323826E-05,582.92,2.91058129304773E-05
582.96,3.02706310465201E-05,582.96,3.02529751544496E-05,582.96,2.83487629043981E-05
583,2.88005303183864E-05,583,2.90546901091684E-05,583,2.88005303183864E-05
583.04,3.06094675201957E-05,583.04,3.07712094045759E-05,583.04,2.95523977053471E-05
583.08,3.03062064034174E-05,583.08,3.02706310465201E-05,583.08,3.15929505493582E-05
583.12,2.99883332048401E-05,583.12,3.28766062046554E-05,583.12,2.89189491562288E-05
583.16,3.14453510672219E-05,583.16,3.00939572508874E-05,583.16,2.83321192261392E-05
583.2,2.91911802560598E-05,583.2,2.94659740275605E-05,583.2,2.94143315063582E-05
583.24,3.04842432693987E-05,583.24,2.94143315063582E-05,583.24,2.99883332048401E-05
583.28,2.91740419910211E-05,583.28,2.99532459603644E-05,583.28,2.9569758235114E-05
583.32,3.04306993080903E-05,583.32,3.10608769209882E-05,583.32,3.19652328001034E-05
583.36,3.1890476007586E-05,583.36,3.09157632399766E-05,583.36,2.87668328387228E-05
583.4,3.1024534768368E-05,583.4,3.05914965727226E-05,583.4,2.84152173087182E-05
583.44,3.04842432693987E-05,583.44,2.94487874662238E-05,583.44,2.83819706567708E-05
583.48,2.9003768410514E-05,583.48,2.92939965928826E-05,583.48,2.93454278429799E-05
583.52,3.1815771925893E-05,583.52,2.92083285889572E-05,583.52,2.86659767776019E-05
583.56,2.97608273018902E-05,583.56,2.97608273018902E-05,583.56,3.10608769209882E-05
583.6,3.0111520338765E-05,583.6,3.12067915267746E-05,583.6,3.00234615505283E-05
583.64,3.36166097647703E-05,583.64,3.03594147826869E-05,583.64,2.87668328387228E-05
583.68,2.98831945827478E-05,583.68,2.97086680162851E-05,583.68,2.86659767776019E-05
583.72,3.0681221407216E-05,583.72,2.91058129304773E-05,583.72,2.83321192261392E-05
583.76,2.97608273018902E-05,583.76,3.07892859241922E-05,583.76,2.93454278429799E-05
583.8,3.00939572508874E-05,583.8,2.91570257043153E-05,583.8,3.03238933616948E-05
583.84,3.12251239287215E-05,583.84,3.09519779775844E-05,583.84,2.95523977053471E-05
583.88,3.01822228029557E-05,583.88,2.85988261502329E-05,583.88,2.90377434366025E-05
583.92,2.93970622282792E-05,583.92,2.95178205184108E-05,583.92,2.89867401757601E-05
583.96,3.00586310455748E-05,583.96,2.95178205184108E-05,583.96,2.93283115923817E-05
584,3.00939572508874E-05,584,3.12251239287215E-05,584,3.06094675201957E-05
584.04,3.02352135051479E-05,584.04,2.92083285889572E-05,584.04,3.04484589214795E-05
584.08,3.03594147826869E-05,584.08,3.33419912895584E-05,584.08,2.86995561144345E-05
584.12,3.17413646761314E-05,584.12,2.9122911114415E-05,584.12,2.87668328387228E-05
584.16,3.08794723464093E-05,584.16,2.95871289633088E-05,584.16,2.77410074966917E-05
584.2,2.95523977053471E-05,584.2,2.92596094323826E-05,584.2,2.953516073584E-05
584.24,2.94659740275605E-05,584.24,3.02352135051479E-05,584.24,3.00059498245288E-05
584.28,2.97783102734383E-05,584.28,2.94143315063582E-05,584.28,2.94832837878147E-05
584.32,3.07531434977604E-05,584.32,3.19278325241255E-05,584.32,3.02175782709979E-05
584.36,3.14268893689931E-05,584.36,2.96217873381856E-05,584.36,2.99532459603644E-05
584.4,2.91399074915578E-05,584.4,2.94832837878147E-05,584.4,2.82823553569094E-05
584.44,2.95006037166722E-05,584.44,2.83321192261392E-05,584.44,2.90206952549674E-05
584.48,3.07171614024257E-05,584.48,3.12617010515657E-05,584.48,2.88512059359729E-05
584.52,3.02175782709979E-05,584.52,2.9003768410514E-05,584.52,2.953516073584E-05
584.56,3.0111520338765E-05,584.56,3.20026768867799E-05,584.56,2.97608273018902E-05
584.6,3.11702786497125E-05,584.6,2.95523977053471E-05,584.6,2.9311092816957E-05
584.64,3.04306993080903E-05,584.64,2.90377434366025E-05,584.64,2.79202598386175E-05
584.68,3.10608769209882E-05,584.68,2.98131925981794E-05,584.68,2.85988261502329E-05
584.72,2.95871289633088E-05,584.72,3.04128333161886E-05,584.72,2.97260062461079E-05
584.76,2.93970622282792E-05,584.76,3.02352135051479E-05,584.76,3.04663458416114E-05
584.8,3.06632083327333E-05,584.8,3.1890476007586E-05,584.8,3.02352135051479E-05
584.84,3.10791236055297E-05,584.84,3.02175782709979E-05,584.84,2.85319423416236E-05
584.88,3.02175782709979E-05,584.88,2.98307063316744E-05,584.88,2.8067899557396E-05
584.92,3.0111520338765E-05,584.92,2.9122911114415E-05,584.92,2.83819706567708E-05
584.96,2.91058129304773E-05,584.96,2.99181997690114E-05,584.96,3.14821861642254E-05
585,3.07531434977604E-05,585,3.00059498245288E-05,585,3.07171614024257E-05
585.04,3.23988087121799E-05,585.04,3.25508835730243E-05,585.04,2.92425432369217E-05
585.08,3.21719040445154E-05,585.08,3.11338084938059E-05,585.08,2.87837318891071E-05
585.12,2.96912259319998E-05,585.12,2.98481157840899E-05,585.12,2.99356602833367E-05
585.16,2.88512059359729E-05,585.16,2.97958035153425E-05,585.16,2.84652149535551E-05
585.2,2.96217873381856E-05,585.2,2.9003768410514E-05,585.2,2.84319098028718E-05
585.24,3.02529751544496E-05,585.24,2.96217873381856E-05,585.24,3.09882351371504E-05
585.28,3.04484589214795E-05,585.28,3.08614613366585E-05,585.28,3.05735361760686E-05
585.32,3.14268893689931E-05,585.32,3.21906798397096E-05,585.32,2.93970622282792E-05
585.36,3.08794723464093E-05,585.36,2.85821453685512E-05,585.36,2.85653646704634E-05
585.4,2.96390748637102E-05,585.4,3.01822228029557E-05,585.4,2.86995561144345E-05
585.44,3.04663458416114E-05,585.44,2.97260062461079E-05,585.44,2.96564863118968E-05
585.48,3.0164502692658E-05,585.48,2.95178205184108E-05,585.48,3.06632083327333E-05
585.52,3.07892859241922E-05,585.52,3.09700418136121E-05,585.52,2.9569758235114E-05
585.56,3.23797872349467E-05,585.56,2.95178205184108E-05,585.56,2.84652149535551E-05
585.6,2.93970622282792E-05,585.6,3.02352135051479E-05,585.6,2.94659740275605E-05
585.64,2.86324367295952E-05,585.64,2.90546901091684E-05,585.64,2.8750054064107E-05
585.68,2.94487874662238E-05,585.68,2.93454278429799E-05,585.68,2.99707269279432E-05
585.72,3.07531434977604E-05,585.72,3.0681221407216E-05,585.72,3.10064391483406E-05
585.76,3.13533915952489E-05,585.76,3.11338084938059E-05,585.76,3.03950944820769E-05
585.8,3.32640146847723E-05,585.8,3.05199525243378E-05,585.8,2.8817449164325E-05
585.84,2.94314979589054E-05,585.84,2.99181997690114E-05,585.84,2.87164156431668E-05
585.88,3.00234615505283E-05,585.88,2.90887247849553E-05,585.88,2.80842802208746E-05
585.92,2.97958035153425E-05,585.92,2.89189491562288E-05,585.92,2.98131925981794E-05
585.96,3.00234615505283E-05,585.96,3.05914965727226E-05,585.96,3.04663458416114E-05
586,3.03594147826869E-05,586,3.08976124649947E-05,586,2.91399074915578E-05
586.04,3.24177169308564E-05,586.04,3.08072548117622E-05,586.04,2.9311092816957E-05
586.08,3.04484589214795E-05,586.08,2.95523977053471E-05,586.08,2.98481157840899E-05
586.12,2.95178205184108E-05,586.12,2.90377434366025E-05,586.12,2.8067899557396E-05
586.16,2.94487874662238E-05,586.16,2.9311092816957E-05,586.16,2.93626667884851E-05
586.2,3.0111520338765E-05,586.2,3.07712094045759E-05,586.2,3.00586310455748E-05
586.24,3.1024534768368E-05,586.24,3.1704226332537E-05,586.24,2.99532459603644E-05
586.28,3.06992450634634E-05,586.28,2.93626667884851E-05,586.28,2.76761298605856E-05
586.32,2.92939965928826E-05,586.32,3.00234615505283E-05,586.32,2.91399074915578E-05
586.36,3.00059498245288E-05,586.36,3.03062064034174E-05,586.36,2.88343779492247E-05
586.4,2.90546901091684E-05,586.4,2.94143315063582E-05,586.4,2.99532459603644E-05
586.44,3.00410988063324E-05,586.44,3.04128333161886E-05,586.44,2.99883332048401E-05
586.48,3.16856126475482E-05,586.48,3.26655333603903E-05,586.48,2.97783102734383E-05
586.52,3.20214768308742E-05,586.52,3.00939572508874E-05,586.52,2.90377434366025E-05
586.56,3.10064391483406E-05,586.56,2.93454278429799E-05,586.56,2.89867401757601E-05
586.6,2.96043962619127E-05,586.6,2.99181997690114E-05,586.6,2.92083285889572E-05
586.64,2.86827064840026E-05,586.64,2.96217873381856E-05,586.64,2.87164156431668E-05
586.68,2.99883332048401E-05,586.68,2.96043962619127E-05,586.68,3.05557036091126E-05
586.72,3.12067915267746E-05,586.72,3.24556910576273E-05,586.72,2.94314979589054E-05
586.76,3.19090875589985E-05,586.76,3.05914965727226E-05,586.76,2.96564863118968E-05
586.8,3.04842432693987E-05,586.8,2.94487874662238E-05,586.8,2.78223718490503E-05
586.84,2.99181997690114E-05,586.84,2.86995561144345E-05,586.84,2.84652149535551E-05
586.88,3.03772493939187E-05,586.88,2.96043962619127E-05,586.88,2.93626667884851E-05
586.92,3.0681221407216E-05,586.92,2.93798030890662E-05,586.92,3.00939572508874E-05
586.96,2.98131925981794E-05,586.96,3.10608769209882E-05,586.96,2.9311092816957E-05
587,3.27613413430901E-05,587,3.05557036091126E-05,587,2.83487629043981E-05
587.04,3.0681221407216E-05,587.04,2.91740419910211E-05,587.04,2.8750054064107E-05
587.08,2.86659767776019E-05,587.08,2.99883332048401E-05,587.08,2.85653646704634E-05
587.12,2.98481157840899E-05,587.12,2.89189491562288E-05,587.12,3.08433424425531E-05
587.16,3.05735361760686E-05,587.16,2.94314979589054E-05,587.16,2.96043962619127E-05
587.2,3.08614613366585E-05,587.2,3.13533915952489E-05,587.2,2.97608273018902E-05
587.24,3.19090875589985E-05,587.24,3.15929505493582E-05,587.24,2.86324367295952E-05
587.28,3.05020341314963E-05,587.28,2.88343779492247E-05,587.28,2.92083285889572E-05
587.32,2.96043962619127E-05,587.32,2.92253748164603E-05,587.32,2.83819706567708E-05
587.36,3.01467929859119E-05,587.36,3.03594147826869E-05,587.36,2.89867401757601E-05
587.4,2.953516073584E-05,587.4,3.05914965727226E-05,587.4,3.02352135051479E-05
587.44,3.09700418136121E-05,587.44,3.15005594342335E-05,587.44,2.96564863118968E-05
587.48,3.21530157839695E-05,587.48,3.08433424425531E-05,587.48,3.02175782709979E-05
587.52,2.91399074915578E-05,587.52,2.94314979589054E-05,587.52,2.71780806281547E-05
587.56,2.9311092816957E-05,587.56,2.95178205184108E-05,587.56,2.9122911114415E-05
587.6,3.04842432693987E-05,587.6,2.96217873381856E-05,587.6,2.87331747861158E-05
587.64,3.00586310455748E-05,587.64,3.04128333161886E-05,587.64,3.08072548117622E-05
587.68,3.07352061715912E-05,587.68,3.08976124649947E-05,587.68,3.03772493939187E-05
587.72,3.25127980681705E-05,587.72,3.04842432693987E-05,587.72,2.90206952549674E-05
587.76,3.00939572508874E-05,587.76,3.02352135051479E-05,587.76,2.90206952549674E-05
587.8,3.15190644098766E-05,587.8,2.96217873381856E-05,587.8,2.90377434366025E-05
587.84,2.8817449164325E-05,587.84,2.98656500331793E-05,587.84,2.96564863118968E-05
587.88,3.06273314642247E-05,587.88,2.91058129304773E-05,587.88,2.99707269279432E-05
587.92,3.05199525243378E-05,587.92,3.04663458416114E-05,587.92,2.99181997690114E-05
587.96,3.02529751544496E-05,587.96,3.07531434977604E-05,587.96,2.81831978661799E-05
588,3.00762889616676E-05,588,2.92425432369217E-05,588,3.03594147826869E-05
588.04,3.08976124649947E-05,588.04,2.93454278429799E-05,588.04,2.87331747861158E-05
588.08,2.98831945827478E-05,588.08,2.98481157840899E-05,588.08,2.91399074915578E-05
588.12,3.04306993080903E-05,588.12,3.01467929859119E-05,588.12,3.09519779775844E-05
588.16,3.08614613366585E-05,588.16,3.11155297035359E-05,588.16,3.07892859241922E-05
588.2,3.17600111125997E-05,588.2,3.06632083327333E-05,588.2,2.82658591625316E-05
588.24,3.14084385097052E-05,588.24,2.90546901091684E-05,588.24,2.86995561144345E-05
588.28,2.85151911179446E-05,588.28,2.94143315063582E-05,588.28,2.79858171784405E-05
588.32,3.0164502692658E-05,588.32,3.10791236055297E-05,588.32,2.99707269279432E-05
588.36,2.96043962619127E-05,588.36,3.03772493939187E-05,588.36,2.97783102734383E-05
588.4,2.89697219383546E-05,588.4,3.10791236055297E-05,588.4,3.11338084938059E-05
588.44,3.23040609278299E-05,588.44,3.02175782709979E-05,588.44,2.90717582610502E-05
588.48,3.08976124649947E-05,588.48,2.94659740275605E-05,588.48,3.02175782709979E-05
588.52,3.01467929859119E-05,588.52,2.90377434366025E-05,588.52,2.88005303183864E-05
588.56,2.87331747861158E-05,588.56,2.91399074915578E-05,588.56,2.84985591179055E-05
588.6,2.98307063316744E-05,588.6,3.02352135051479E-05,588.6,3.0111520338765E-05
588.64,2.97086680162851E-05,588.64,3.07892859241922E-05,588.64,3.10791236055297E-05
588.68,3.32250947952434E-05,588.68,3.13901189708896E-05,588.68,2.86156265052372E-05
588.72,3.01822228029557E-05,588.72,2.94659740275605E-05,588.72,2.91911802560598E-05
588.76,3.08433424425531E-05,588.76,2.99006346677504E-05,588.76,2.88343779492247E-05
588.8,3.03594147826869E-05,588.8,2.8133695569444E-05,588.8,3.09519779775844E-05
588.84,2.93798030890662E-05,588.84,3.02175782709979E-05,588.84,2.99181997690114E-05
588.88,3.17413646761314E-05,588.88,3.01998374033557E-05,588.88,2.99883332048401E-05
588.92,3.1704226332537E-05,588.92,3.11338084938059E-05,588.92,2.88343779492247E-05
588.96,3.09882351371504E-05,588.96,2.93798030890662E-05,588.96,2.92596094323826E-05
589,3.00586310455748E-05,589,2.95523977053471E-05,589,2.74821949294163E-05
589.04,2.91399074915578E-05,589.04,3.00939572508874E-05,589.04,2.98831945827478E-05
589.08,3.09700418136121E-05,589.08,3.01822228029557E-05,589.08,3.00586310455748E-05
589.12,2.97608273018902E-05,589.12,3.12067915267746E-05,589.12,3.05020341314963E-05
589.16,3.25318976824995E-05,589.16,3.07352061715912E-05,589.16,2.82989698014275E-05
589.2,3.13533915952489E-05,589.2,2.94832837878147E-05,589.2,2.88512059359729E-05
589.24,2.89867401757601E-05,589.24,2.90887247849553E-05,589.24,2.8315485319454E-05
589.28,2.88005303183864E-05,589.28,2.90887247849553E-05,589.28,2.85988261502329E-05
589.32,2.97783102734383E-05,589.32,3.00059498245288E-05,589.32,3.05377642266584E-05
589.36,3.05020341314963E-05,589.36,3.09338059407772E-05,589.36,2.98656500331793E-05
589.4,3.18531631992855E-05,589.4,3.15005594342335E-05,589.4,2.93283115923817E-05
589.44,3.00410988063324E-05,589.44,2.86156265052372E-05,589.44,2.88005303183864E-05
589.48,2.9569758235114E-05,589.48,2.97434687620578E-05,589.48,3.12983210208663E-05
589.52,2.96217873381856E-05,589.52,2.98656500331793E-05,589.52,2.82492641574092E-05
589.56,2.99006346677504E-05,589.56,2.91740419910211E-05,589.56,2.96912259319998E-05
589.6,3.03417071058994E-05,589.6,3.1890476007586E-05,589.6,2.94314979589054E-05
589.64,3.1815771925893E-05,589.64,3.04306993080903E-05,589.64,2.86156265052372E-05
589.68,3.02175782709979E-05,589.68,2.91740419910211E-05,589.68,2.78386092204825E-05
589.72,2.89697219383546E-05,589.72,2.9122911114415E-05,589.72,2.96737940880357E-05
589.76,3.03594147826869E-05,589.76,3.01998374033557E-05,589.76,2.91570257043153E-05
589.8,3.04484589214795E-05,589.8,2.84152173087182E-05,589.8,3.04484589214795E-05
589.84,2.97260062461079E-05,589.84,3.10791236055297E-05,589.84,3.09519779775844E-05
589.88,3.16856126475482E-05,589.88,3.12067915267746E-05,589.88,2.84985591179055E-05
589.92,3.02529751544496E-05,589.92,2.94487874662238E-05,589.92,2.84985591179055E-05
589.96,2.98131925981794E-05,589.96,2.98307063316744E-05,589.96,2.84652149535551E-05
590,2.94832837878147E-05,590,2.94314979589054E-05,590,2.85319423416236E-05
590.04,2.92425432369217E-05,590.04,2.91058129304773E-05,590.04,2.96217873381856E-05
590.08,3.08614613366585E-05,590.08,3.13901189708896E-05,590.08,3.03594147826869E-05
590.12,3.08976124649947E-05,590.12,3.1890476007586E-05,590.12,2.89867401757601E-05
590.16,3.02706310465201E-05,590.16,2.953516073584E-05,590.16,2.87164156431668E-05
590.2,3.06453234628729E-05,590.2,3.0164502692658E-05,590.2,2.99532459603644E-05
590.24,3.00234615505283E-05,590.24,2.95523977053471E-05,590.24,2.8315485319454E-05
590.28,2.96912259319998E-05,590.28,2.97783102734383E-05,590.28,3.0164502692658E-05
590.32,2.91911802560598E-05,590.32,3.02706310465201E-05,590.32,3.13349838868139E-05
590.36,3.20401648354746E-05,590.36,3.14821861642254E-05,590.36,2.85821453685512E-05
590.4,3.12251239287215E-05,590.4,2.95523977053471E-05,590.4,2.9003768410514E-05
590.44,2.95523977053471E-05,590.44,3.10427601037441E-05,590.44,2.82823553569094E-05
590.48,3.12617010515657E-05,590.48,2.87837318891071E-05,590.48,2.86995561144345E-05
590.52,3.01467929859119E-05,590.52,2.91911802560598E-05,590.52,2.92767979639388E-05
590.56,2.9569758235114E-05,590.56,3.01998374033557E-05,590.56,3.11155297035359E-05
590.6,3.13901189708896E-05,590.6,3.25127980681705E-05,590.6,2.83321192261392E-05
590.64,3.09338059407772E-05,590.64,2.90887247849553E-05,590.64,2.95523977053471E-05
590.68,2.90206952549674E-05,590.68,2.95006037166722E-05,590.68,2.81502226839021E-05
590.72,2.97783102734383E-05,590.72,2.87837318891071E-05,590.72,2.97783102734383E-05
590.76,2.97783102734383E-05,590.76,2.97958035153425E-05,590.76,3.03417071058994E-05
590.8,3.06273314642247E-05,590.8,2.98481157840899E-05,590.8,3.03950944820769E-05
590.84,3.14821861642254E-05,590.84,3.20965407119833E-05,590.84,2.89019707192168E-05
590.88,3.08794723464093E-05,590.88,3.02884135018249E-05,590.88,2.83819706567708E-05
590.92,2.97260062461079E-05,590.92,2.90206952549674E-05,590.92,2.86659767776019E-05
590.96,3.15929505493582E-05,590.96,2.92596094323826E-05,590.96,2.87331747861158E-05
591,2.8817449164325E-05,591,3.00586310455748E-05,591,2.93970622282792E-05
591.04,3.00059498245288E-05,591.04,2.96217873381856E-05,591.04,3.04842432693987E-05
591.08,3.17413646761314E-05,591.08,3.15190644098766E-05,591.08,2.93626667884851E-05
591.12,3.14821861642254E-05,591.12,3.06094675201957E-05,591.12,2.81502226839021E-05
591.16,2.94487874662238E-05,591.16,2.90717582610502E-05,591.16,2.84485029058071E-05
591.2,3.01467929859119E-05,591.2,2.91058129304773E-05,591.2,2.92425432369217E-05
591.24,2.93283115923817E-05,591.24,2.9311092816957E-05,591.24,3.00939572508874E-05
591.28,2.9122911114415E-05,591.28,2.92425432369217E-05,591.28,3.12433471750356E-05
591.32,3.19090875589985E-05,591.32,3.07892859241922E-05,591.32,2.90717582610502E-05
591.36,3.04128333161886E-05,591.36,3.01467929859119E-05,591.36,2.81996458187263E-05
591.4,3.09157632399766E-05,591.4,3.03417071058994E-05,591.4,2.85151911179446E-05
591.44,2.85988261502329E-05,591.44,2.96043962619127E-05,591.44,2.87668328387228E-05
591.48,3.04842432693987E-05,591.48,3.21530157839695E-05,591.48,2.98131925981794E-05
591.52,2.99356602833367E-05,591.52,2.94487874662238E-05,591.52,3.03062064034174E-05
591.56,3.19652328001034E-05,591.56,3.15929505493582E-05,591.56,2.9311092816957E-05
591.6,3.08794723464093E-05,591.6,2.98831945827478E-05,591.6,2.81007783063301E-05
591.64,2.99356602833367E-05,591.64,2.96912259319998E-05,591.64,2.81007783063301E-05
591.68,3.05020341314963E-05,591.68,2.82989698014275E-05,591.68,2.83985346147982E-05
591.72,2.83487629043981E-05,591.72,3.01467929859119E-05,591.72,2.77410074966917E-05
591.76,2.92083285889572E-05,591.76,2.93454278429799E-05,591.76,3.10973810090697E-05
591.8,3.08433424425531E-05,591.8,3.14084385097052E-05,591.8,2.93454278429799E-05
591.84,3.25508835730243E-05,591.84,3.07352061715912E-05,591.84,2.90887247849553E-05
591.88,2.99006346677504E-05,591.88,2.89697219383546E-05,591.88,3.0164502692658E-05
591.92,2.97260062461079E-05,591.92,2.96043962619127E-05,591.92,2.79530729374556E-05
591.96,3.00939572508874E-05,591.96,2.99532459603644E-05,591.96,2.97434687620578E-05
592,2.91740419910211E-05,592,2.90887247849553E-05,592,3.03062064034174E-05
592.04,3.14453510672219E-05,592.04,3.23419019179128E-05,592.04,2.89867401757601E-05
592.08,3.02706310465201E-05,592.08,2.91058129304773E-05,592.08,2.95523977053471E-05
592.12,3.09157632399766E-05,592.12,2.90887247849553E-05,592.12,2.80021499379488E-05
592.16,2.93454278429799E-05,592.16,2.85988261502329E-05,592.16,2.89697219383546E-05
592.2,3.04128333161886E-05,592.2,2.94487874662238E-05,592.2,2.89697219383546E-05
592.24,3.01822228029557E-05,592.24,2.92596094323826E-05,592.24,3.05377642266584E-05
592.28,3.13716896996575E-05,592.28,3.17600111125997E-05,592.28,2.94832837878147E-05
592.32,3.19465885009654E-05,592.32,3.06273314642247E-05,592.32,2.74500399414871E-05
592.36,2.79366615704452E-05,592.36,2.93283115923817E-05,592.36,2.88005303183864E-05
592.4,3.05377642266584E-05,592.4,2.95006037166722E-05,592.4,2.87837318891071E-05
592.44,2.96217873381856E-05,592.44,2.89019707192168E-05,592.44,3.0164502692658E-05
592.48,3.09700418136121E-05,592.48,3.03772493939187E-05,592.48,3.08794723464093E-05
592.52,3.16671314419125E-05,592.52,3.20589868018312E-05,592.52,2.97086680162851E-05
592.56,3.05377642266584E-05,592.56,3.07171614024257E-05,592.56,2.90206952549674E-05
592.6,3.0129209324626E-05,592.6,3.04484589214795E-05,592.6,2.87668328387228E-05
592.64,2.97958035153425E-05,592.64,2.86995561144345E-05,592.64,2.96043962619127E-05
592.68,2.99181997690114E-05,592.68,2.96737940880357E-05,592.68,2.94832837878147E-05
592.72,2.96564863118968E-05,592.72,3.03594147826869E-05,592.72,3.08794723464093E-05
592.76,3.07531434977604E-05,592.76,3.1815771925893E-05,592.76,2.91570257043153E-05
592.8,3.15375802562512E-05,592.8,3.15745233905642E-05,592.8,2.83321192261392E-05
592.84,3.14268893689931E-05,592.84,3.00059498245288E-05,592.84,2.82658591625316E-05
592.88,2.88005303183864E-05,592.88,2.953516073584E-05,592.88,2.8232787264071E-05
592.92,3.08794723464093E-05,592.92,3.0111520338765E-05,592.92,2.95178205184108E-05
592.96,3.06094675201957E-05,592.96,3.00762889616676E-05,592.96,2.98656500331793E-05
593,3.11338084938059E-05,593,3.22473205530358E-05,593,2.96564863118968E-05
593.04,3.18531631992855E-05,593.04,3.0164502692658E-05,593.04,2.80349516677519E-05
593.08,2.84319098028718E-05,593.08,2.94143315063582E-05,593.08,2.80514207751927E-05
593.12,3.03950944820769E-05,593.12,2.9122911114415E-05,593.12,2.96217873381856E-05
593.16,2.95178205184108E-05,593.16,2.96217873381856E-05,593.16,2.97260062461079E-05
